Class,File,Surface Area,Volume,Rectangularity,Compactness,Convexity,Eccentricity,Diameter,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,A3_8,A3_9,A3_10,A3_11,A3_12,A3_13,A3_14,A3_15,A3_16,A3_17,A3_18,A3_19,A3_20,A3_21,A3_22,A3_23,A3_24,A3_25,A3_26,A3_27,A3_28,A3_29,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D1_8,D1_9,D1_10,D1_11,D1_12,D1_13,D1_14,D1_15,D1_16,D1_17,D1_18,D1_19,D1_20,D1_21,D1_22,D1_23,D1_24,D1_25,D1_26,D1_27,D1_28,D1_29,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D2_8,D2_9,D2_10,D2_11,D2_12,D2_13,D2_14,D2_15,D2_16,D2_17,D2_18,D2_19,D2_20,D2_21,D2_22,D2_23,D2_24,D2_25,D2_26,D2_27,D2_28,D2_29,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D3_8,D3_9,D3_10,D3_11,D3_12,D3_13,D3_14,D3_15,D3_16,D3_17,D3_18,D3_19,D3_20,D3_21,D3_22,D3_23,D3_24,D3_25,D3_26,D3_27,D3_28,D3_29,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7,D4_8,D4_9,D4_10,D4_11,D4_12,D4_13,D4_14,D4_15,D4_16,D4_17,D4_18,D4_19,D4_20,D4_21,D4_22,D4_23,D4_24,D4_25,D4_26,D4_27,D4_28,D4_29
Fish,D00398.obj,0.04206114409833686,0.01732945582844752,0.013539327222640217,0.0003644512972497536,0.038373543691644835,0.00027745048291938183,0.005476445755368159,0.04086,0.06968,0.07864,0.07856,0.0714,0.06366,0.05312,0.04798,0.0426,0.04026,0.03722,0.03502,0.031,0.02886,0.0276,0.02538,0.02372,0.02232,0.02114,0.02234,0.02004,0.02064,0.01926,0.01934,0.01694,0.0146,0.01178,0.0087,0.00524,0.0021,0.0,0.0,0.01558,0.05804,0.13712,0.1437,0.10958,0.10138,0.0715,0.06268,0.0614,0.04482,0.04072,0.03334,0.03864,0.01658,0.01618,0.02646,0.02212,0.00016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02422,0.06706,0.10572,0.14016,0.14894,0.12784,0.09844,0.06684,0.05208,0.05048,0.04188,0.02908,0.01594,0.01248,0.0107,0.00592,0.00214,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00742,0.04308,0.08706,0.1412,0.17828,0.18418,0.1579,0.10944,0.06058,0.02424,0.0053,0.00126,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0859,0.16008,0.20306,0.2092,0.1656,0.1037,0.04222,0.01016,0.0015,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,D00450.obj,0.04216698068441627,0.01571444149747669,0.009809730328005254,0.00044750213146233723,0.028308895825383287,0.0002279887033994763,0.005381711435970483,0.04276,0.07098,0.08206,0.07694,0.06998,0.06212,0.05396,0.04738,0.0421,0.03952,0.03474,0.0337,0.03128,0.0289,0.02836,0.02442,0.02298,0.02202,0.02132,0.02186,0.02148,0.0205,0.02004,0.01762,0.01692,0.01468,0.0125,0.0097,0.0066,0.00258,0.0,0.0,0.03202,0.05072,0.05652,0.15466,0.19078,0.09838,0.06284,0.0632,0.05034,0.04322,0.04556,0.04334,0.02698,0.01942,0.00958,0.01374,0.03852,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02398,0.06392,0.10834,0.13506,0.14982,0.12926,0.10142,0.06926,0.05518,0.04442,0.0414,0.03158,0.0179,0.00994,0.00758,0.00686,0.00382,0.00026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00754,0.04254,0.09236,0.1405,0.17174,0.1805,0.15982,0.1099,0.05954,0.02642,0.00828,0.00084,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0216,0.0931,0.16314,0.20056,0.1993,0.15914,0.09666,0.04658,0.0159,0.00368,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,D00535.obj,0.03916340803787465,0.0111179284913724,0.005953460611314619,0.0007254256058383902,0.02049350340868866,0.0002779789412400259,0.0094467704336105,0.05146,0.08202,0.08722,0.07646,0.06778,0.05918,0.05174,0.04404,0.04012,0.0356,0.03252,0.02918,0.0264,0.02498,0.02224,0.02264,0.02342,0.02224,0.02216,0.02256,0.02156,0.02188,0.02062,0.0202,0.01924,0.01652,0.01464,0.0115,0.00748,0.0024,0.0,0.0,0.05488,0.0822,0.08042,0.09478,0.11904,0.10196,0.08618,0.06364,0.04436,0.04878,0.05496,0.0515,0.0305,0.01958,0.0172,0.02836,0.01994,0.00172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02684,0.06996,0.11126,0.1359,0.13946,0.11788,0.08768,0.07356,0.0601,0.04908,0.03718,0.03242,0.02404,0.0166,0.00814,0.0076,0.00222,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00858,0.04902,0.1029,0.15456,0.17912,0.18022,0.14154,0.0949,0.05412,0.02394,0.00888,0.00192,0.00028,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02216,0.10358,0.18188,0.21456,0.20032,0.14308,0.08174,0.03666,0.01256,0.00292,0.0005,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,D00633.obj,0.032286595379077715,0.013221615742180394,0.009674364555766158,0.00029224672872425983,0.032463415559234085,0.0006092473734181608,0.013487253891478942,0.05696,0.09582,0.09344,0.08022,0.0669,0.0565,0.04646,0.03934,0.032,0.02888,0.02784,0.02596,0.02512,0.0232,0.02198,0.02176,0.01988,0.0201,0.02162,0.02114,0.02266,0.02278,0.02396,0.02308,0.02276,0.02044,0.0173,0.01296,0.00682,0.00212,0.0,0.0,0.02082,0.06254,0.08606,0.09104,0.07622,0.0974,0.10144,0.0976,0.0518,0.03752,0.04252,0.06168,0.04858,0.04038,0.0469,0.03716,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03072,0.07214,0.10384,0.11548,0.11642,0.1024,0.08848,0.08044,0.0706,0.0519,0.04156,0.0395,0.03406,0.02042,0.01498,0.01174,0.00508,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0088,0.04828,0.09932,0.14424,0.17202,0.1783,0.14776,0.10626,0.0609,0.0256,0.00734,0.0011,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02218,0.1062,0.18838,0.22784,0.2126,0.14742,0.06904,0.02058,0.00468,0.00098,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,D00636.obj,0.046666454932473254,0.017591403488182184,0.010318522493933682,0.000479035589191453,0.03107469215544593,0.0003473533761448717,0.008540922886780277,0.0419,0.0714,0.0823,0.0776,0.07166,0.06106,0.055,0.04968,0.04276,0.03868,0.03414,0.03276,0.02974,0.02796,0.02658,0.0234,0.02326,0.02316,0.02164,0.02106,0.02198,0.02198,0.02058,0.02002,0.01762,0.01506,0.01142,0.00866,0.00476,0.00218,0.0,0.0,0.01744,0.04044,0.07254,0.1466,0.14256,0.13286,0.07496,0.05842,0.05914,0.04702,0.03444,0.05876,0.05096,0.01182,0.01874,0.0167,0.01208,0.00424,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.06224,0.10102,0.12664,0.14206,0.12792,0.10634,0.07554,0.05836,0.053,0.04146,0.03002,0.01844,0.01432,0.00956,0.00584,0.0022,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00692,0.04072,0.08976,0.13516,0.1718,0.17432,0.15808,0.11528,0.06854,0.0297,0.00844,0.00126,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184,0.09072,0.15766,0.20432,0.2065,0.16962,0.09878,0.03962,0.0121,0.00216,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,D00643.obj,0.0423419925863704,0.01697309635588282,0.007865531711812179,0.00038757816280858147,0.026521744548650326,0.0002919936294093249,0.009313562156986999,0.05458,0.08474,0.08614,0.07606,0.06302,0.05548,0.05016,0.04348,0.03974,0.03596,0.03332,0.03006,0.02774,0.02584,0.02574,0.02314,0.0228,0.02166,0.0234,0.0201,0.02104,0.02198,0.02168,0.0198,0.01918,0.0155,0.01558,0.01148,0.0075,0.0031,0.0,0.0,0.02442,0.05524,0.08482,0.0817,0.06622,0.09822,0.10882,0.11142,0.0488,0.04124,0.05058,0.05402,0.04482,0.03232,0.02798,0.04376,0.02406,0.00156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02602,0.0643,0.09356,0.1098,0.12524,0.11118,0.09286,0.0844,0.06684,0.05112,0.0419,0.03648,0.03662,0.0254,0.0164,0.01286,0.0049,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084,0.0433,0.0876,0.12742,0.15374,0.16186,0.1495,0.11924,0.07646,0.04422,0.0199,0.007,0.00126,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02412,0.09486,0.15854,0.19246,0.19424,0.15252,0.09804,0.05206,0.02294,0.00782,0.00204,0.00034,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,D00682.obj,0.03585711061049635,0.011280325601747493,0.00768881940445136,0.0005458943820836926,0.027253753542233677,0.0005508151974166547,0.0018207367815901501,0.06228,0.09502,0.09426,0.0789,0.06644,0.0537,0.04428,0.03638,0.03224,0.02978,0.0275,0.0275,0.02362,0.02512,0.02276,0.02096,0.02116,0.0211,0.0214,0.0224,0.02282,0.0215,0.02148,0.02158,0.02144,0.02058,0.01696,0.01406,0.00982,0.00296,0.0,0.00834,0.03882,0.05856,0.0751,0.06044,0.05796,0.07624,0.13086,0.11062,0.08786,0.07544,0.0551,0.03938,0.0502,0.04494,0.02372,0.00414,0.00228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03044,0.07908,0.11288,0.12558,0.11726,0.09284,0.07748,0.07176,0.07318,0.0616,0.05066,0.0444,0.03234,0.01554,0.009,0.00456,0.00132,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01348,0.05618,0.1064,0.15,0.17378,0.17368,0.1403,0.0963,0.05706,0.02354,0.00786,0.00138,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03886,0.13758,0.21274,0.2207,0.1838,0.1199,0.05516,0.02186,0.0078,0.00146,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,D00748.obj,0.030291251927244363,0.012293612082236567,0.010390364344148067,0.0002817238394993171,0.03038091288553162,0.000490637076295791,0.0008944198896334155,0.05852,0.09156,0.0912,0.07954,0.06814,0.0549,0.04418,0.04014,0.03534,0.03076,0.02994,0.02584,0.02388,0.02268,0.02354,0.02218,0.02266,0.02252,0.02224,0.021,0.02158,0.02238,0.02276,0.02212,0.02232,0.01912,0.01528,0.01166,0.00888,0.00314,0.0,0.0,0.03062,0.09114,0.07162,0.07692,0.0988,0.08228,0.09928,0.07812,0.09914,0.06102,0.02986,0.03816,0.03614,0.04016,0.01478,0.01818,0.03378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02942,0.07102,0.10656,0.13614,0.12582,0.09912,0.089,0.07228,0.0644,0.0548,0.04198,0.03376,0.03106,0.02112,0.01138,0.00684,0.00456,0.00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01034,0.05388,0.10206,0.14974,0.1758,0.18286,0.15092,0.10058,0.05056,0.01856,0.00418,0.0005,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02932,0.1136,0.18656,0.21922,0.20228,0.15016,0.0711,0.02346,0.00396,0.00034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,D00763.obj,0.06699173691035813,0.026086893687609792,0.009859293862266617,0.0006256980253955224,0.027866267881858888,0.00019603002742256596,0.0003437190446970574,0.03088,0.05552,0.06556,0.06852,0.06958,0.06456,0.06218,0.05662,0.05266,0.0498,0.04698,0.04148,0.03586,0.03422,0.031,0.02984,0.02796,0.02396,0.0239,0.022,0.01862,0.0174,0.01468,0.0136,0.01108,0.01004,0.00872,0.0066,0.00452,0.00166,0.0,0.0,0.0067,0.02048,0.04374,0.05728,0.17956,0.13564,0.10504,0.07928,0.07096,0.07378,0.0575,0.04942,0.0422,0.03224,0.01594,0.01708,0.01316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01646,0.046,0.07632,0.09702,0.12688,0.14382,0.12988,0.10298,0.0765,0.05744,0.0453,0.03314,0.0197,0.01248,0.00962,0.0047,0.00166,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049,0.02822,0.06008,0.0985,0.1274,0.14468,0.15266,0.13972,0.10602,0.07136,0.04088,0.01782,0.00628,0.00134,0.00012,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01442,0.06692,0.12004,0.15906,0.17192,0.16534,0.1315,0.08748,0.04864,0.02398,0.00882,0.00174,0.00014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,D00850.obj,0.04032364825002797,0.016807642770981637,0.009406377677340542,0.00034279434102700785,0.02744618494849905,0.0002118118435414453,0.0055834440823356824,0.04356,0.07612,0.07894,0.07596,0.0683,0.06242,0.05566,0.04534,0.0429,0.03666,0.03438,0.03258,0.03138,0.02966,0.02648,0.0252,0.02386,0.02442,0.02278,0.0234,0.02208,0.02086,0.01904,0.01816,0.0174,0.01504,0.01164,0.00894,0.0051,0.00174,0.0,0.0,0.01138,0.07952,0.0786,0.07556,0.08798,0.20848,0.09762,0.05456,0.04672,0.03422,0.04736,0.0631,0.03632,0.01004,0.01086,0.01794,0.0339,0.00584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02598,0.05966,0.0985,0.12314,0.1361,0.12462,0.10836,0.08492,0.05956,0.0499,0.03662,0.031,0.02396,0.01526,0.00788,0.00914,0.00528,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00748,0.04146,0.08368,0.12816,0.16046,0.17328,0.16028,0.1199,0.07384,0.03512,0.01314,0.00296,0.00024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01844,0.08616,0.15246,0.19324,0.1961,0.16042,0.10748,0.05538,0.02218,0.00672,0.00124,0.00018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fish,D00950.obj,0.03792413438064832,0.01633230235185333,0.005627290263293755,0.0003037740062364987,0.01784188363804257,0.00020170981233468056,0.01822050522266027,0.04876,0.07666,0.0856,0.0805,0.07102,0.06048,0.05258,0.04312,0.03988,0.03568,0.03126,0.03118,0.02988,0.02722,0.02592,0.02332,0.02188,0.02242,0.0217,0.02068,0.02218,0.0204,0.02024,0.0209,0.01944,0.01746,0.01344,0.00908,0.0051,0.00202,0.0,0.0,0.0,0.05048,0.11728,0.08994,0.09212,0.12676,0.10646,0.09186,0.07218,0.04946,0.0437,0.04714,0.02884,0.02778,0.0226,0.01542,0.01474,0.00324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02684,0.06632,0.09968,0.1361,0.13194,0.1145,0.0921,0.07994,0.06632,0.05274,0.04352,0.03372,0.02518,0.01574,0.0083,0.00534,0.0016,0.00012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.04426,0.0922,0.13934,0.16864,0.1768,0.16088,0.11166,0.05666,0.02512,0.01048,0.00376,0.00116,0.00032,0.0001,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01916,0.08714,0.15876,0.20398,0.20268,0.16604,0.0969,0.04132,0.01652,0.0059,0.00132,0.00028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00028.obj,0.12233972120087237,0.10765456230773306,0.03619621081972928,0.00021323538125100937,0.05564350618846562,6.934199961626738e-05,0.08549287877342451,0.02346,0.0478,0.05888,0.06402,0.0586,0.0552,0.05786,0.056,0.05076,0.05272,0.05662,0.0591,0.05846,0.0512,0.04556,0.03786,0.03144,0.02556,0.02232,0.0178,0.01576,0.01338,0.01038,0.00842,0.00572,0.00546,0.004,0.00258,0.00238,0.0007,0.01022,0.02346,0.01146,0.00596,0.04924,0.03688,0.04186,0.0362,0.2121,0.18546,0.05384,0.04268,0.12604,0.0,0.0,0.00246,0.0018,0.0,0.00134,0.00096,0.00366,0.01782,0.05566,0.0809,0.0,0.0,0.0,0.0,0.0,0.0,0.01524,0.03778,0.05724,0.08854,0.12554,0.12658,0.11172,0.09472,0.06554,0.00596,0.00428,0.03156,0.07404,0.05752,0.0277,0.01592,0.0237,0.03536,0.00106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0035,0.01906,0.03724,0.0629,0.09164,0.11916,0.12654,0.11252,0.09856,0.08428,0.06144,0.05478,0.04974,0.04654,0.02946,0.00264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.03652,0.06492,0.08622,0.11144,0.1288,0.1291,0.11628,0.09938,0.07772,0.05938,0.03968,0.02566,0.0129,0.00336,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00093.obj,0.10837660859616723,0.08033396974038277,0.015239646035739799,0.0002688542903934183,0.0304587684910371,3.910568584381799e-05,0.08893582296543515,0.04186,0.04628,0.04866,0.05266,0.05766,0.05976,0.05722,0.06234,0.06022,0.06044,0.0571,0.05406,0.0514,0.0476,0.03804,0.03122,0.02784,0.0228,0.02102,0.01918,0.01644,0.0157,0.01318,0.01034,0.00806,0.00768,0.0046,0.0038,0.00196,0.00088,0.01432,0.02134,0.00756,0.00158,0.02644,0.03536,0.01678,0.00842,0.00424,0.00514,0.01606,0.20134,0.61122,0.00464,0.00296,0.00426,0.00314,0.00218,0.00102,0.0,0.0,0.0,0.00782,0.00362,0.00056,0.0,0.0,0.0,0.0,0.0,0.03786,0.03068,0.04744,0.04186,0.06108,0.08344,0.14584,0.0999,0.09168,0.0801,0.08536,0.1283,0.05098,0.01322,0.00162,0.00024,0.0001,0.0003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01914,0.03406,0.04444,0.05298,0.06954,0.07716,0.09058,0.1135,0.12904,0.09904,0.08016,0.0705,0.05868,0.04232,0.00748,0.0037,0.007,0.00068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04172,0.16672,0.20684,0.11408,0.05582,0.06204,0.06558,0.06338,0.05786,0.05294,0.03812,0.02502,0.0191,0.01352,0.00718,0.00502,0.00314,0.00184,8e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00186.obj,0.1165293290470303,0.1488577648003761,0.033147977558422234,9.391433444955924e-05,0.06685073917272778,5.0593968825296276e-05,0.06146674208591104,0.0274,0.049,0.06006,0.0659,0.06512,0.06888,0.06532,0.0593,0.0549,0.05166,0.04966,0.0458,0.04222,0.03924,0.03458,0.03046,0.02884,0.02442,0.02196,0.02,0.01724,0.01496,0.01438,0.01252,0.01148,0.00974,0.00704,0.00462,0.00258,0.00072,0.00192,0.00758,0.00672,0.00756,0.10472,0.3067,0.09244,0.05346,0.04706,0.04868,0.0881,0.05544,0.07076,0.02736,0.01338,0.03136,0.00226,0.00356,0.00448,0.0,0.0,0.00074,0.02572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0212,0.05254,0.0825,0.12112,0.16026,0.15748,0.11458,0.08304,0.0621,0.05516,0.03216,0.01874,0.01386,0.01126,0.00298,0.00138,0.00584,0.0038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0351,0.07278,0.12044,0.14832,0.154,0.14184,0.11592,0.08822,0.0563,0.03508,0.01516,0.00738,0.0026,0.00074,0.00028,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01026,0.05924,0.11196,0.15582,0.17492,0.16324,0.12648,0.08672,0.05616,0.03246,0.01518,0.00538,0.00178,0.00036,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00211.obj,0.07045167745197776,0.06591063361071117,0.034317366741962556,0.00010962954678014161,0.05600656183706249,0.00037972895123825984,0.013275023355265791,0.04816,0.0866,0.08698,0.07904,0.0676,0.06064,0.04816,0.04004,0.03588,0.03306,0.03058,0.0296,0.02828,0.0296,0.02792,0.02476,0.02424,0.0234,0.02304,0.02082,0.02122,0.02276,0.02158,0.0201,0.01886,0.01628,0.01318,0.00968,0.0058,0.00214,0.00756,0.07248,0.08726,0.07154,0.0838,0.10976,0.10876,0.04502,0.06698,0.07464,0.04218,0.05022,0.0615,0.0105,0.0062,0.00632,0.00958,0.0029,0.001,0.02994,0.01534,0.03234,0.00418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03894,0.10252,0.11716,0.14724,0.12898,0.09186,0.07932,0.0775,0.05314,0.03682,0.0289,0.0227,0.01956,0.01244,0.01698,0.01832,0.00722,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01046,0.06902,0.15036,0.18494,0.15932,0.13134,0.10564,0.08278,0.05374,0.03038,0.01432,0.00538,0.00154,0.00064,0.00012,2e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02428,0.12184,0.21308,0.2328,0.1836,0.11564,0.06372,0.02966,0.01092,0.00348,0.0008,0.00014,4e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00228.obj,0.07701609166690339,0.11162641361416739,0.020383765117964362,4.6969991460445865e-05,0.05638462613944885,0.00012137039990975631,0.007798991142645912,0.05686,0.10288,0.08794,0.0741,0.06128,0.04948,0.04374,0.04176,0.03782,0.03458,0.02834,0.0281,0.02614,0.02496,0.02724,0.02378,0.02404,0.02166,0.02252,0.02196,0.02008,0.01988,0.0208,0.02128,0.02042,0.01856,0.01524,0.01302,0.00818,0.00336,0.0,0.0,0.2172,0.0643,0.0667,0.08014,0.04386,0.02816,0.01288,0.00822,0.03512,0.0946,0.0336,0.13888,0.07796,0.00206,0.03162,0.0,0.04052,0.0042,0.01998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03116,0.09632,0.13164,0.07866,0.06836,0.09304,0.10852,0.09532,0.07584,0.05536,0.03994,0.03864,0.0281,0.01868,0.01338,0.01714,0.0086,0.0013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00724,0.05614,0.12244,0.16188,0.16932,0.14078,0.09632,0.07282,0.05726,0.04518,0.02866,0.01474,0.01068,0.00934,0.00592,0.00128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01642,0.09954,0.19046,0.21934,0.17542,0.11402,0.0766,0.0464,0.0267,0.0164,0.00928,0.00492,0.00198,0.00156,0.00072,0.00018,6e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FloorLamp,D00388.obj,0.1585734850976524,0.1725129280165735,0.02030210886334668,0.00017837008756831579,0.04558548969360049,1.2234676286491645e-05,0.03497671229748437,0.02588,0.04338,0.04768,0.04918,0.0524,0.06164,0.06104,0.06338,0.0696,0.0688,0.06828,0.05886,0.05058,0.04788,0.04092,0.0345,0.02994,0.02314,0.02014,0.01546,0.01336,0.01114,0.00958,0.00844,0.00808,0.0057,0.00464,0.0037,0.00226,0.00042,0.0,0.0,0.02572,0.05152,0.01852,0.02514,0.01608,0.01034,0.02186,0.00992,0.01624,0.05052,0.05992,0.12638,0.22934,0.16992,0.01202,0.02214,0.03672,0.03216,0.03282,0.03272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01244,0.02792,0.03066,0.03554,0.04544,0.05614,0.08102,0.09158,0.11254,0.08986,0.06658,0.0727,0.0761,0.0792,0.06414,0.0351,0.01742,0.00562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00162,0.00894,0.02054,0.0371,0.04962,0.06152,0.06872,0.07736,0.08844,0.09856,0.09702,0.09318,0.07752,0.05748,0.04966,0.04594,0.03414,0.02124,0.0108,0.0006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00274,0.01548,0.03566,0.0585,0.077,0.09278,0.09778,0.09694,0.08966,0.08502,0.078,0.06936,0.05632,0.04634,0.03452,0.02598,0.01798,0.0109,0.00592,0.00272,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
