Class,File,Surface Area,Volume,Rectangularity,Compactness,Convexity,Eccentricity,Diameter,A3_0,A3_1,A3_2,A3_3,A3_4,A3_5,A3_6,A3_7,D1_0,D1_1,D1_2,D1_3,D1_4,D1_5,D1_6,D1_7,D2_0,D2_1,D2_2,D2_3,D2_4,D2_5,D2_6,D2_7,D3_0,D3_1,D3_2,D3_3,D3_4,D3_5,D3_6,D3_7,D4_0,D4_1,D4_2,D4_3,D4_4,D4_5,D4_6,D4_7
AircraftBuoyant,m1347.obj,0.0500593582241767,0.014230262550707818,0.02038332263634732,0.0002198167374851314,0.018792060529064993,0.0001630927744628328,0.0031400961260971824,0.0568291611769872,0.1231444883618796,0.1515854194115063,0.151602986385595,0.1495652173913043,0.1371453667105841,0.1217215634606938,0.1084057971014492,0.13627,0.22798,0.31444,0.23897,0.08234,0.0,0.0,0.0,0.0740862398471094,0.1797161172161172,0.2656772575250836,0.2212832457397675,0.1343565854435419,0.0716475553432075,0.040521978021978,0.0127110208631947,0.9982071943555538,0.0017928056444461,0.0,0.0,0.0,0.0,0.0,0.0,0.7110962054426984,0.2889037945573016,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1348.obj,0.03357037204577152,0.007947990714048506,0.013216143548008015,0.00021608064570612556,0.01522614545098217,0.0001805996297626561,0.003134695432608106,0.0551789041043271,0.128084967445791,0.1659592448191753,0.1654214761749284,0.1445637351873547,0.1262796012829623,0.1141413947413909,0.1003706762440701,0.05808,0.43133,0.3039,0.1882,0.01849,0.0,0.0,0.0,0.076698690825825,0.2632584996764398,0.2649609238886953,0.1760963711483896,0.1127383145004728,0.0692916521479416,0.0314002688038229,0.0055552790084125,0.999990356519475,9.64348052499108e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.8560740113863672,0.1439259886136328,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1349.obj,0.03219082382191613,0.0068449923888432695,0.01319957156948682,0.00025732349603854065,0.013512099000945655,0.0001950263927135397,0.003134681497087867,0.0618935920673845,0.1398159007712265,0.1640011372925329,0.16234850908057,0.1472260724313182,0.1244802217720439,0.1075985357358638,0.0926360308490599,0.17369,0.36635,0.24469,0.19563,0.01964,0.0,0.0,0.0,0.0973465425399512,0.2621098222731119,0.2703240902075969,0.1806541544282371,0.1067755264598994,0.0501120127445611,0.0249912878976452,0.0076865634489968,0.9997974517501134,0.0002025482498866,0.0,0.0,0.0,0.0,0.0,0.0,0.8651689693444066,0.1348310306555934,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1350.obj,0.03572531083945736,0.008252820745076243,0.015383955798357501,0.0002407646454401052,0.015845587831371456,0.0002064408927807245,0.003096846320104486,0.0855404073028932,0.1647230816305715,0.1823173426716078,0.1675619623975793,0.131965457450787,0.1020297147519804,0.0860333865977629,0.0798286471968177,0.17084,0.27375,0.29603,0.10031,0.14058,0.01849,0.0,0.0,0.0889470697739241,0.2261654704190019,0.2672294505888326,0.1554358754840572,0.1178262471006341,0.0842085353349327,0.0424676216738176,0.0177197296247996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8502341584631559,0.1497658415368441,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1351.obj,0.03011944374707885,0.004962420712262534,0.02018747975924857,0.0004019601517301631,0.01821808430574974,0.0003391109180076433,0.0030632056046707543,0.1151371151371151,0.191070191070191,0.1956571956571956,0.1489126489126489,0.1147741147741147,0.0884070884070884,0.0765930765930766,0.0694485694485694,0.17128,0.42275,0.28347,0.05405,0.05349,0.01496,0.0,0.0,0.1496849837266474,0.3025350598680216,0.1933891371639577,0.1461715320838849,0.0881647440554986,0.0627743328920783,0.0431865911556568,0.0140936190542544,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9829095615103532,0.0170904384896467,0.0,0.0,0.0,0.0,0.0,0.0
AircraftBuoyant,m1352.obj,0.04296663345689654,0.011451622634851156,0.017169029333730587,0.00021584774940528592,0.018804814596984302,0.00014217122363204647,0.003027475343759431,0.0660867859128216,0.1309146201890062,0.1541643504136555,0.1613420097446126,0.1507635459926098,0.1287073673195775,0.1102808933651613,0.0977404270625551,0.01206,0.48471,0.26402,0.22038,0.01883,0.0,0.0,0.0,0.0912674710309401,0.1936248158324373,0.2903974037351172,0.2160136184446302,0.1091466571098634,0.0621490861306892,0.0307510054553418,0.0066499422609803,0.9999903588438326,9.6411561674476e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.7717380938757605,0.2282619061242394,0.0,0.0,0.0,0.0,0.0,0.0
apartment,D00045.obj,0.18667480436671874,0.05520841528706789,0.02485058287009218,0.0007379286958539464,0.021721988110289837,2.417339408543615e-05,0.005938226336815344,0.0360998586905322,0.0822609514837494,0.111596796985398,0.1356947715496938,0.1493546867640132,0.1605087140838436,0.1637117286858219,0.1607724917569477,0.0,0.16013,0.71091,0.09793,0.02817,0.00286,0.0,0.0,0.0430156755411793,0.1281313759641701,0.1960686737994526,0.2837820353321721,0.2332221945757651,0.0974471261507837,0.015824832047773,0.0025080865887036,0.9314357270144006,0.0682367673264942,0.0003275056591051,0.0,0.0,0.0,0.0,0.0,0.4291078201536203,0.5592848838317419,0.0116072960146377,0.0,0.0,0.0,0.0,0.0
apartment,D00086.obj,0.11031579204615136,0.03352399920994798,0.018332667203440987,0.0004157725937485217,0.021067388639397697,0.00011370026886035839,0.0032894067833641734,0.0651923836340847,0.1197397112099308,0.1548683962021187,0.1550572600999261,0.1478289236474769,0.1305564617207218,0.1178167333413457,0.108940130144395,0.08515,0.3907,0.23262,0.14982,0.1146,0.02351,0.0036,0.0,0.0795915930260329,0.1842608072605684,0.200123397818645,0.1955855425523445,0.1589443515643659,0.130761882015763,0.045647241461667,0.005085184300613,0.9254666769515582,0.0745043967911138,2.892625732798519e-05,0.0,0.0,0.0,0.0,0.0,0.652563245823389,0.3462338902147971,0.0012028639618138,0.0,0.0,0.0,0.0,0.0
apartment,D00138.obj,0.24510470522979483,0.09907462291050309,0.0691145402555284,0.0005175512501967031,0.038855921103626366,8.688499316443924e-05,0.0056377752838294975,0.0417935973491529,0.0912297578964245,0.1285162025902766,0.1534925979370423,0.1554700443589332,0.1522277448203374,0.1447277002832558,0.132542354764577,0.04538,0.14033,0.21347,0.24598,0.27538,0.07831,0.00115,0.0,0.0244595492410691,0.0836817089998466,0.1534011345632953,0.1845760719578882,0.1864465682015638,0.1792201155005877,0.1139469514999744,0.0742679000357745,0.7250703194235734,0.2505876006627365,0.0243420799136901,0.0,0.0,0.0,0.0,0.0,0.3145347395724067,0.6243396334369576,0.0611256269906356,0.0,0.0,0.0,0.0,0.0
apartment,D00156.obj,0.6822978016295873,0.20583319578143153,0.07544041144199222,0.002574153630589976,0.055843029297597185,3.386470205301477e-05,0.004596145802162454,0.031318931729104,0.0822349831373621,0.1156503509251663,0.1421930544161881,0.1557925439795825,0.1586364050679063,0.1611338984595752,0.1530398322851153,0.01681,0.16851,0.33316,0.3987,0.08253,0.00029,0.0,0.0,0.0225370058831141,0.1046318325253591,0.1740047980728072,0.2331445295001841,0.2182924037150223,0.1533989667220801,0.0767393013926356,0.0172511621887971,0.8098017684794544,0.1878961259126548,0.0023021056078907,0.0,0.0,0.0,0.0,0.0,0.3551261017207829,0.6118127360830249,0.0330611621961921,0.0,0.0,0.0,0.0,0.0
apartment,D00310.obj,0.266585313048822,0.06389113878942732,0.0557189280438243,0.0015999594850922012,0.03778082982323797,0.00012572935654529214,0.004051916004864063,0.0493294602633455,0.1171139830582178,0.1495712372371327,0.1574333373919396,0.1552938720843262,0.1401088866083387,0.1219495225339618,0.1091997008227374,0.03705,0.28045,0.32603,0.31653,0.03994,0.0,0.0,0.0,0.0425735279475895,0.1497839463151397,0.24456878870547,0.2313367450566518,0.1481212290169059,0.0991756108245883,0.0568310798701686,0.0276090722634859,0.959198219979002,0.040801780020998,0.0,0.0,0.0,0.0,0.0,0.0,0.5553578943341367,0.4439534794751138,0.0006886261907494,0.0,0.0,0.0,0.0,0.0
apartment,D00348.obj,0.13876784350525956,0.05334421206263493,0.02996536528576301,0.0003258121942350349,0.01959393991315424,3.63893056743878e-05,0.004601407996524775,0.0553806451612903,0.0959311827956989,0.1272258064516129,0.1424516129032258,0.1566795698924731,0.1497806451612903,0.1437935483870967,0.1287569892473118,0.05921,0.15897,0.2542,0.27943,0.20469,0.0435,0.0,0.0,0.0345505223686057,0.1039323026328982,0.1540435942168481,0.2173093504983055,0.2078345264593234,0.1367081754195993,0.0901361567306342,0.0554853716737853,0.7642644523009046,0.2335584305489995,0.0021771171500958,0.0,0.0,0.0,0.0,0.0,0.3877814972611077,0.5620435179549604,0.0501749847839318,0.0,0.0,0.0,0.0,0.0
apartment,D00366.obj,0.16721977055614853,0.07211424001497939,0.016921073971285058,0.0003112819358077942,0.023247340434673174,2.868232701993721e-05,0.004592205817953914,0.0330568926520907,0.0756248912602215,0.1081211699433586,0.1330781573198786,0.1536662220417947,0.1654777784221616,0.1699820216899611,0.1609928666705329,0.00419,0.08187,0.31451,0.43258,0.16455,0.0023,0.0,0.0,0.0240793626935217,0.0786512350318152,0.1314394508742923,0.2104915075905606,0.2278270454431585,0.1676937722330778,0.1082719575129014,0.0515456686206723,0.6937586097276677,0.2963769302648184,0.0098644600075139,0.0,0.0,0.0,0.0,0.0,0.2721132813999002,0.6340419816570091,0.0938447369430906,0.0,0.0,0.0,0.0,0.0
apartment,D00478.obj,0.18794189060177646,0.06188407103658053,0.03577315672803559,0.0005993444660857489,0.028226713216425527,5.307127882212593e-05,0.004071394723300008,0.0464636035105833,0.0895346264473781,0.1186850062688988,0.1434471568699756,0.1543071022936794,0.1575153034884578,0.1520576738697544,0.1379895272512722,0.0,0.21083,0.37649,0.4078,0.00488,0.0,0.0,0.0,0.0394490665180526,0.1108335655427729,0.1828052227220254,0.3000079614665021,0.1971458142589865,0.0912384061144062,0.0724592970025078,0.0060606663747462,0.916604028139154,0.0833959718608461,0.0,0.0,0.0,0.0,0.0,0.0,0.4204051127761914,0.5763371212847096,0.0032577659390989,0.0,0.0,0.0,0.0,0.0
apartment,D00496.obj,0.08828925571996223,0.031131889212511817,0.03099070048220021,0.00024819138061133247,0.01988458645217823,6.813223512623869e-05,0.0035824725348050585,0.0411729400668781,0.0855868987396038,0.1198490954299922,0.1529109148589556,0.1595987310297522,0.1559633027522936,0.1484695189916831,0.1364485981308411,0.0072,0.21393,0.4539,0.21152,0.11105,0.0024,0.0,0.0,0.0334255738488184,0.1086181839899663,0.2277776671776393,0.2306245147418924,0.193934024805399,0.1469411319702972,0.0507555095458979,0.0079233939200891,0.8960769957031928,0.1036436154839206,0.0002793888128865,0.0,0.0,0.0,0.0,0.0,0.4213293349529304,0.5731286061342241,0.0055420589128454,0.0,0.0,0.0,0.0,0.0
apartment,D00626.obj,0.18171157710618638,0.048841234395968554,0.030729016395617377,0.0008698247469097618,0.033118936551750806,7.641404378925436e-05,0.0035069126969664854,0.0554767910736314,0.1039200162029791,0.1347977389479111,0.1575003222183351,0.1598018817550772,0.1436909649978825,0.1279851227191545,0.1168271620850288,0.01927,0.32431,0.26935,0.33375,0.05332,0.0,0.0,0.0,0.0454563551308848,0.1361500945555887,0.2475763909624763,0.2337513685677316,0.1464516771175475,0.0982880461829401,0.0674927839155967,0.024833283567234,0.9487853744052092,0.0512146255947908,0.0,0.0,0.0,0.0,0.0,0.0,0.544808452417148,0.4540323806628154,0.0011591669200364,0.0,0.0,0.0,0.0,0.0
apartment,D00639.obj,0.2713078960163712,0.08014713631767222,0.04711682970513318,0.0010717180343298724,0.0350311252751883,4.140493310793185e-05,0.003854932208962346,0.0349268191769958,0.0897822676573517,0.1224162601065388,0.143879186994673,0.1548433809712621,0.1585498301929077,0.1532918440877825,0.1423104108124881,0.02949,0.20728,0.47982,0.2695,0.01391,0.0,0.0,0.0,0.0358696193082856,0.13716844986315,0.2192684747449614,0.250330928091565,0.2128390146802687,0.1053595421746703,0.034107987061458,0.0050559840756407,0.9423289954051998,0.0576517391848805,1.9265409919759567e-05,0.0,0.0,0.0,0.0,0.0,0.479680225902465,0.5160650232771121,0.0042547508204228,0.0,0.0,0.0,0.0,0.0
apartment,D00651.obj,0.5671189637329871,0.15595361982046868,0.0754820365626574,0.00257631876815332,0.055842424479406225,3.5511495036298553e-05,0.0035696730108145903,0.030464012896371,0.0792100972723442,0.119401344593233,0.1418417629925442,0.157430984264229,0.1624319917932184,0.1575775339354082,0.1516422722526516,0.02137,0.21633,0.39284,0.35277,0.01669,0.0,0.0,0.0,0.0273070148377402,0.1284942330848766,0.2163563446017893,0.250669240797317,0.2143958920059311,0.1213092240787365,0.0393782280294963,0.0020898225641127,0.9097765363128492,0.0902041995761895,1.9264110961279137e-05,0.0,0.0,0.0,0.0,0.0,0.4102500666083051,0.5761999010390896,0.0135500323526053,0.0,0.0,0.0,0.0,0.0
apartment,D00681.obj,0.44054838811476993,0.12419650702924422,0.06028847892394982,0.0019060106728895887,0.055485695692173584,5.6210623108874725e-05,0.003897791118984605,0.0347608063383813,0.0841239594824992,0.1212315715575167,0.1495336475779761,0.15769732223448,0.159923778958981,0.1500752181325844,0.142653695717581,0.02337,0.19995,0.38319,0.34256,0.05093,0.0,0.0,0.0,0.0325993908144373,0.1237283749079253,0.22116820290259,0.248073898588521,0.1772510999183771,0.1114749855666819,0.0599629710736397,0.0257410762278274,0.9054526540873232,0.0945184500245615,2.889588811512122e-05,0.0,0.0,0.0,0.0,0.0,0.401844862116777,0.5860036974272069,0.012151440456016,0.0,0.0,0.0,0.0,0.0
apartment,D00780.obj,0.08434461554499544,0.02767384626821997,0.03526586832932584,0.00027408686099725764,0.021619663655554355,0.00029692060930002785,0.00379071295758265,0.0788226033791575,0.1410789141298577,0.1412253564956342,0.1426897801533983,0.1449962474143769,0.1328964469421003,0.1141152135312746,0.1041754379542001,0.01607,0.14358,0.29707,0.34881,0.19447,0.0,0.0,0.0,0.0581202225157081,0.123684315844239,0.1289570576699883,0.1991535598511226,0.1883579461319886,0.115740184896146,0.0927182134710049,0.0932684996198023,0.8059623783950558,0.1940376216049442,0.0,0.0,0.0,0.0,0.0,0.0,0.5082698170731708,0.4895388719512195,0.0021913109756097,0.0,0.0,0.0,0.0,0.0
apartment,D00792.obj,0.10854573835931314,0.04399555534467884,0.014661607641394675,0.0002300843894427232,0.02148982267611477,1.5252986924484994e-05,0.0031300387098565433,0.0326181721693643,0.0725143095409575,0.1037868162692847,0.1306622190212653,0.1555665061976422,0.1639058413251961,0.1743489632690193,0.1665971722072703,0.03266,0.15238,0.29514,0.40579,0.1126,0.00143,0.0,0.0,0.0281656498502144,0.0976442369895598,0.1743981209630064,0.2470416115130826,0.228281099157021,0.1803198742000656,0.041422415080068,0.0027269922469818,0.8396370012138494,0.1603533650604034,9.633725747095432e-06,0.0,0.0,0.0,0.0,0.0,0.3225053602261731,0.6387112688082273,0.0387833709655996,0.0,0.0,0.0,0.0,0.0
apartment,D00859.obj,0.12364321837398838,0.031202038137505814,0.02912291742663553,0.0006744821993573616,0.02921950748890726,0.0001809762760029444,0.003097930484853019,0.0559139784946236,0.1269350395450102,0.1561894605882875,0.1581622678396872,0.1486003732338043,0.1338842975206611,0.1155602950324358,0.10475428774549,0.05865,0.26856,0.33412,0.30448,0.03419,0.0,0.0,0.0,0.0493261938411927,0.1633158827159265,0.2373947488902601,0.2229034377052769,0.1582797539662002,0.10273304536497,0.0530784083444473,0.012968529171726,0.9525878680437798,0.0474121319562201,0.0,0.0,0.0,0.0,0.0,0.0,0.610024681982153,0.3899753180178469,0.0,0.0,0.0,0.0,0.0,0.0
apartment,D00860.obj,0.18777156287918573,0.061818999358188645,0.03578912390617264,0.0005989805746733463,0.028239361396843604,5.3204834767460154e-05,0.004065860450800302,0.0452168679231087,0.0855057743670767,0.1155813866004589,0.1424970846029417,0.1522965805213858,0.1602339841251928,0.1542150998758605,0.1444532219839747,0.0,0.21279,0.37061,0.41192,0.00468,0.0,0.0,0.0,0.0414000378173422,0.1102375526208413,0.1789954519669994,0.290626275091309,0.1915846461590517,0.0977677816148005,0.0816257476389041,0.0077625070907516,0.909128562759471,0.090871437240529,0.0,0.0,0.0,0.0,0.0,0.0,0.4176839703365659,0.5766685681688534,0.0056474614945807,0.0,0.0,0.0,0.0,0.0
apartment,D00869.obj,0.16121207629403572,0.06670582275769446,0.04439972997005376,0.0003261119358423174,0.02432996217264985,4.984016313149636e-05,0.004414953134289373,0.0430393098641954,0.0868320430958166,0.118193290764913,0.1417754421653387,0.1570699365240813,0.1589534949426456,0.1525870674878981,0.141549415155111,0.0,0.03932,0.33275,0.43094,0.19699,0.0,0.0,0.0,0.0285095451569032,0.0814385735153377,0.1297234674860222,0.1718732685236488,0.2310280562131667,0.1573565707953458,0.1013348108598196,0.0987357074497557,0.6956077827008283,0.2990464265074167,0.0053457907917549,0.0,0.0,0.0,0.0,0.0,0.2753105949533143,0.6113897677289915,0.1132803457056871,1.9291612007099315e-05,0.0,0.0,0.0,0.0
apartment,D00921.obj,0.11888699621676731,0.0372456518494914,0.02986424295429062,0.0004211239416064428,0.020971087606346563,1.9328089454493887e-05,0.0033638564966404303,0.0421862563014062,0.0837660614789826,0.1142970852442861,0.1334192472425425,0.1466095591858393,0.1615623697077663,0.1611643861577531,0.1569950346814236,0.05261,0.33903,0.38413,0.17401,0.04742,0.0028,0.0,0.0,0.051671460276072,0.1529542898657457,0.2212557597953842,0.3028035150924055,0.1699027676874235,0.0798459410236761,0.0196753615111314,0.0018909047481613,0.9584609752808124,0.0415390247191877,0.0,0.0,0.0,0.0,0.0,0.0,0.4929075977717797,0.5056375504890982,0.0014548517391221,0.0,0.0,0.0,0.0,0.0
apartment,D00953.obj,0.22383076189044512,0.05728523460844737,0.026675621717570475,0.0011795611702573976,0.0329037590171549,1.508726200162003e-05,0.0034024939224554197,0.0377921152331295,0.0815672005701639,0.113113770208935,0.1367080535654,0.1525938707378371,0.1601898045688135,0.162027833001988,0.1560073521137327,0.04655,0.35196,0.50098,0.09975,0.00076,0.0,0.0,0.0,0.0504856494566299,0.1800585167787906,0.2673659488077703,0.2972314000238844,0.1691314040046176,0.0336371959714979,0.0020500776242983,3.9807332510648464e-05,0.9921307622661864,0.0078692377338136,0.0,0.0,0.0,0.0,0.0,0.0,0.5770200091645028,0.4220826332671452,0.0008973575683519,0.0,0.0,0.0,0.0,0.0
apartment,m463.obj,0.4747663381765136,0.1605951035121188,0.061447953780545905,0.0014263546934888695,0.07148287281442152,3.905850212909225e-05,0.004324438145786683,0.0422110931204578,0.1001054335956621,0.129739804947848,0.1452912603080167,0.1467221448205746,0.1481153744775389,0.1467597996761682,0.1410550890537334,0.01336,0.2934,0.30644,0.24223,0.14288,0.00169,0.0,0.0,0.0435510053679377,0.1531306330979673,0.220643156626266,0.2467159972512971,0.1943810937048729,0.1014829052593839,0.0333130832279331,0.0067821254643415,0.9365626715726408,0.0621177241160096,0.0013003400148335,1.926429651605197e-05,0.0,0.0,0.0,0.0,0.5324511897498475,0.4586447528981086,0.0089040573520439,0.0,0.0,0.0,0.0,0.0
apartment,m464.obj,0.2421672621950865,0.04176801716347665,0.07436060201924276,0.0028076464810670885,0.07314414411514007,0.00022817958415384196,0.0031151821889170836,0.1019995142880272,0.1954990690520521,0.1972152513559459,0.1536306969966809,0.1147413583744839,0.0902614749453574,0.0775520116570873,0.0691006233303651,0.18651,0.27573,0.25592,0.22221,0.05963,0.0,0.0,0.0,0.1030742130353002,0.3143678904469502,0.2314268369144415,0.1526557259581413,0.1035419631572138,0.0634945910172072,0.02610443765488,0.0053343418158656,0.9999229376180018,7.706238199822757e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.9471916683961286,0.0528083316038714,0.0,0.0,0.0,0.0,0.0,0.0
